X1,X2,X3,X4,X5,X6,X7,Y
2.98587535730839,2.32837960343874,2.47712125471966,2.9566485792052,2.99782308074573,2.86391737695786,2.55990662503611,1.77270466522166
2.01283722470517,2.48287358360875,2.68663626926229,2.80617997398389,2.66275783168157,2.66931688056611,2.90254677931399,1.68836638271187
2.32428245529769,2.65321251377534,2.62736585659273,2.98181860717066,2.6170003411209,2.89542254603941,2.89872518158949,1.90198483770205
1.57978359661681,2.4345689040342,2.79448804665917,2.73719264270474,2.95712819767681,2.80888586735981,2.43136376415899,1.35751723709671
1.77815125038364,2.6954816764902,2.51454775266029,2.987219229908,2.6414741105041,2.95568775031351,2.87215627274829,1.69361225577944
2.66651798055488,2.99343623049761,2.84260923961056,2.5092025223311,2.75127910398334,2.9304395947667,2.82801506422398,2.05720830098914
2.82736927305382,2.18752072083646,2.78318869107526,2.94939000664491,2.98587535730839,2.69196510276736,2.64542226934909,1.67953762089083
2.53781909507327,2.20682587603185,2.49276038902684,2.60422605308447,2.9698816437465,2.34830486304816,2.90417436828416,1.59758722408876
2.76715586608218,1.56820172406699,2.62940959910272,2.2380461031288,2.38738982633873,2.48855071650044,2.15228834438306,1.81594038071186
2.75815462196739,2.54654266347813,1.95424250943932,2.47421626407626,2.86391737695786,1.39794000867204,2.96094619573383,1.85225220815565
2.56348108539441,2.74507479158206,2.97909290063833,2.66931688056611,2.81358098856819,2.80140371001735,2.44090908206522,1.88676135449648
2.60097289568675,1.96378782734556,2.30102999566398,1.77085201164214,2.58092497567562,2.11058971029925,2.39093510710338,1.76865300853519
2.6954816764902,2.68841982200271,2.69460519893357,2.38560627359831,2.95712819767681,2.82672252016899,2.62531245096167,1.8206520443458
2.55388302664387,2.98452731334379,2.90525604874845,2.72672720902657,2.30102999566398,2.81756536955978,1.96848294855394,2.40692661565653
2.85003325768977,2.41664050733828,2.63748972951251,2.0899051114394,2.2148438480477,2.04532297878666,2.55990662503611,2.37789845531116
2.97772360528885,2.79448804665917,2.97081161087252,2.42651126136457,2.90254677931399,2.75966784468963,2.89542254603941,1.98867136029837
2.32014628611105,2.77815125038364,2.80002935924413,2.74115159885178,2.88138465677057,2.94546858513182,2.64246452024212,1.76939150575224
2.71516735784846,2.97034687623009,2.78887511577542,2.63848925695464,2.89320675305985,2.76042248342321,2.88761730033574,1.96512545398478
2.47567118832443,2.80685802951882,2.8481891169914,1.72427586960079,2.5910646070265,2.65127801399814,2.76566855475901,2.03874855282187
2.59217675739587,2.89652621748955,1.76342799356294,2.94546858513182,2.91434315711944,2.65417654187796,2.99078269180314,1.88334134965441
2.95133751879592,2.81954393554187,2.69019608002851,2.46686762035411,2.61384182187607,2.79098847508882,2.9566485792052,2.20781586936113
2.71011736511182,1.95904139232109,2.16435285578444,2.73719264270474,2.81358098856819,1.83250891270624,2.50650503240487,1.65950750179365
2.96189547366785,2.6159500516564,2.48287358360875,2.88536122003151,1.94448267215017,2.8234742291703,2.42651126136457,2.86854987458252
2.2380461031288,1.91907809237607,2.99166900737995,1.32221929473392,1.54406804435028,2.65991620006985,1.63346845557959,2.69231929947371
2.99166900737995,2.19312459835446,2.87040390527903,2.73239375982297,2.90308998699194,2.88874096068289,2.59217675739587,1.78595690418356
2.92479599579791,2.97081161087252,2.51321760006794,2.39269695325967,2.97772360528885,2.96614173273903,2.55509444857832,1.97990424504108
2.98407703390283,1.7481880270062,2.90036712865647,2.95182303531591,2.06445798922692,2.76863810124761,2.34044411484012,2.29225544215658
2.90525604874845,2.29885307640971,1.50514997831991,2.92324401863028,2.95808584852108,2.20139712432045,2.3654879848909,1.75928265495066
2.94101424370557,2.45331834004704,2.9698816437465,2.31175386105575,2.70243053644552,2.76042248342321,2.53529412004277,1.99610406669239
2.9434945159061,2.65513843481138,2.87563993700417,2.51321760006794,2.98632377705077,2.57518784492766,2.2380461031288,1.87475751750086
2.91222205653242,2.96801571399364,2.78604121024255,2.61384182187607,2.8318697742805,2.57634135020579,2.90955602924118,2.07645062775532
2.61172330800734,1.04139268515823,2.97543180850926,2.85733249643127,2.50785587169583,2.29446622616159,2.96378782734556,1.45666903524855
2.7427251313047,2.78031731214015,2.74507479158206,2.86981820797933,2.96142109406645,2.82020145948564,2.82020145948564,1.86499733337853
2.44870631990508,2.38916608436453,2.95808584852108,2.66838591669,2.07554696139253,2.87273882747267,2.96236933567002,2.330890360112
2.91487181754005,2.94939000664491,2.78103693862113,1.83250891270624,2.5705429398819,2.86864443839483,2.69722934275972,2.28133198368372
2.81157500587059,2.79588001734407,2.34635297445064,2.80821097292422,2.41995574848976,2.64933485871214,2.65224634100332,2.31717254611542
2.79239168949825,1.7160033436348,2.40140054078154,2.28780172993023,1.98677173426624,2.94200805302231,2.77451696572855,2.26920634886025
2.14921911265538,2.95568775031351,2.49276038902684,2.19589965240923,1.34242268082221,2.25527250510331,2.70671778233676,3.8027567143325
2.7419390777292,2.67209785793572,1.9912260756925,1.39794000867204,2.99651167215418,2.97220283837906,2.72427586960079,1.80677985871912
2.8488047010518,2.71180722904119,2.12710479836481,2.56466606425209,2.66181268553726,2.9804578922761,2.85064623518307,2.08903201953545
2.84073323461181,2.98811284026835,2.46538285144842,2.49415459401844,1.86923171973098,2.99913054128737,2.77232170672292,3.11831112930132
2.5705429398819,1.93449845124357,2.89097959698969,2.96425963019685,2.81888541459401,2.70156798505593,1.83250891270624,1.59816407144535
2.97220283837906,2.89376176205794,2.48287358360875,2.95856388322197,1.46239799789896,2.95808584852108,2.92531209149965,4.01119572706247
2.85125834871907,2.42324587393681,2.98632377705077,1.98227123303957,2.931457870689,2.96848294855393,2.56110138364906,1.79927682925089
2.25527250510331,2.93399316383124,2.84198480459011,2.27415784926368,2.73399928653839,2.51719589794997,2.63648789635336,1.89804938665689
